chamber_pressure,contraction_ratio,expansion_ratio,chamber_area,thrust_coeff_vac,chamber_volume,isp,thrust_coeff,exit_mach,chamber_diameter,isp_vac,mdot,throat_area,exit_area,chamber_length,exit_diameter,exhaust_velocity,mdot_ox,mdot_fuel,throat_diameter,cstar,nozzle_length,feasible
14.0,5.0,17.831082237629115,0.04117881409328571,1.8636476130278354,0.008235762818657141,329.04126803497513,1.7345951553329948,3.4392764979945003,0.22897706109754531,353.52166865894003,61.98105295835041,0.008235762818657141,0.14685256410908365,0.16835614842072535,0.43241009686343007,3226.7925511751887,47.223659396838414,14.757393561512002,0.10240165478044679,1860.2568681541907,0.4926421027282828,true
14.0,6.0,17.831082237629115,0.04941457691194284,1.8636476130278354,0.008235762818657141,329.04126803497513,1.7345951553329948,3.4392764979945003,0.2508318030287284,353.52166865894003,61.98105295835041,0.008235762818657141,0.14685256410908365,0.12955912960459628,0.43241009686343007,3226.7925511751887,47.223659396838414,14.757393561512002,0.10240165478044679,1860.2568681541907,0.4926421027282828,true
17.0,3.0,20.8578441147071,0.02006273677941217,1.8835064797346852,0.0066875789264707235,333.70629158693737,1.7591875941509971,3.528894622816198,0.15982699973146014,357.28876478097726,61.114593202823755,0.0066875789264707235,0.1394884787531266,0.31644562373015045,0.421428816270828,3272.5408043910393,46.56349958310381,14.551093619719941,0.09227616131872876,1860.2568681541907,0.491364569435542,true
17.0,4.0,20.8578441147071,0.026750315705882894,1.8835064797346852,0.0066875789264707235,333.70629158693737,1.7591875941509971,3.528894622816198,0.18455232263745752,357.28876478097726,61.114593202823755,0.0066875789264707235,0.1394884787531266,0.22693095967031782,0.421428816270828,3272.5408043910393,46.56349958310381,14.551093619719941,0.09227616131872876,1860.2568681541907,0.491364569435542,true
17.0,5.0,20.8578441147071,0.03343789463235362,1.8835064797346852,0.0066875789264707235,333.70629158693737,1.7591875941509971,3.528894622816198,0.20633576941141413,357.28876478097726,61.114593202823755,0.0066875789264707235,0.1394884787531266,0.17148509797682868,0.421428816270828,3272.5408043910393,46.56349958310381,14.551093619719941,0.09227616131872876,1860.2568681541907,0.491364569435542,true
17.0,6.0,20.8578441147071,0.04012547355882434,1.8835064797346852,0.0066875789264707235,333.70629158693737,1.7591875941509971,3.528894622816198,0.22602951065363194,357.28876478097726,61.114593202823755,0.0066875789264707235,0.1394884787531266,0.13322832933294085,0.421428816270828,3272.5408043910393,46.56349958310381,14.551093619719941,0.09227616131872876,1860.2568681541907,0.491364569435542,true
20.0,3.0,23.79574885106925,0.016862614155340072,1.8996387950101252,0.005620871385113357,337.48042941959557,1.7790835823933957,3.6037640338905774,0.1465269503203759,360.3489586586384,60.4311316500132,0.005620871385113357,0.13375284380431918,0.31785093930599034,0.412673490731407,3309.5524531676765,46.042766971438624,14.38836467857457,0.08459737421100394,1860.2568681541907,0.489757494921596,true
20.0,4.0,23.79574885106925,0.02248348554045343,1.8996387950101252,0.005620871385113357,337.48042941959557,1.7790835823933957,3.6037640338905774,0.16919474842200788,360.3489586586384,60.4311316500132,0.005620871385113357,0.13375284380431918,0.228850656447249,0.412673490731407,3309.5524531676765,46.042766971438624,14.38836467857457,0.08459737421100394,1860.2568681541907,0.489757494921596,true
20.0,5.0,23.79574885106925,0.028104356925566787,1.8996387950101252,0.005620871385113357,337.48042941959557,1.7790835823933957,3.6037640338905774,0.18916547945379245,360.3489586586384,60.4311316500132,0.005620871385113357,0.13375284380431918,0.1738579736893029,0.412673490731407,3309.5524531676765,46.042766971438624,14.38836467857457,0.08459737421100394,1860.2568681541907,0.489757494921596,true
20.0,6.0,23.79574885106925,0.033725228310680144,1.8996387950101252,0.005620871385113357,337.48042941959557,1.7790835823933957,3.6037640338905774,0.20722040039624431,360.3489586586384,60.4311316500132,0.005620871385113357,0.13375284380431918,0.13601091012035657,0.412673490731407,3309.5524531676765,46.042766971438624,14.38836467857457,0.08459737421100394,1860.2568681541907,0.489757494921596,true
